GBPUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
08/10/2023 04:00,1.27123,1.27591,1.2709,1.27444,32.1,0.25,
08/10/2023 00:00,1.27193,1.2724,1.27064,1.2711,-8.3,-0.07,
08/09/2023 20:00,1.27202,1.27248,1.2706,1.27183,-1.9,-0.01,
08/09/2023 16:00,1.2714,1.27381,1.2711,1.27202,6.2,0.05,
08/09/2023 12:00,1.27343,1.27516,1.271,1.2714,-20.3,-0.16,
08/09/2023 08:00,1.27703,1.27724,1.2727,1.27342,-36.1,-0.28,
08/09/2023 04:00,1.27528,1.27821,1.2748,1.27704,17.6,0.14,
08/09/2023 00:00,1.2743,1.276,1.2737,1.27529,9.9,0.08,
08/08/2023 20:00,1.27432,1.275,1.2718,1.2741,-2.2,-0.02,
08/08/2023 16:00,1.27263,1.2752,1.2724,1.27433,17.0,0.13,
08/08/2023 12:00,1.26965,1.27294,1.2682,1.27262,29.7,0.23,
08/08/2023 08:00,1.27552,1.27573,1.2695,1.26974,-57.8,-0.46,
08/08/2023 04:00,1.27541,1.2773,1.2737,1.27552,1.1,0.01,
08/08/2023 00:00,1.278,1.2786,1.2749,1.27542,-25.8,-0.20,
08/07/2023 20:00,1.27848,1.2786,1.27713,1.278,-4.8,-0.04,
08/07/2023 16:00,1.27662,1.279,1.2762,1.27849,18.7,0.15,
08/07/2023 12:00,1.27436,1.2788,1.2738,1.2766,22.4,0.18,
08/07/2023 08:00,1.27435,1.2745,1.2714,1.2743,-0.5,0.00,
08/07/2023 04:00,1.27361,1.2745,1.271,1.27429,6.8,0.05,
08/07/2023 00:00,1.27481,1.2761,1.2735,1.27372,-10.9,-0.09,
08/06/2023 20:00,1.27508,1.27544,1.27447,1.27483,-2.5,-0.02,
08/04/2023 20:00,1.27427,1.2751,1.27327,1.2747,4.3,0.03,
08/04/2023 16:00,1.27725,1.27921,1.274,1.27429,-29.6,-0.23,
08/04/2023 12:00,1.26952,1.27834,1.26869,1.2773,77.8,0.61,
08/04/2023 08:00,1.27055,1.2712,1.2693,1.26953,-10.2,-0.08,
08/04/2023 04:00,1.27325,1.2736,1.2701,1.2704,-28.5,-0.22,
08/04/2023 00:00,1.27153,1.2741,1.2709,1.27326,17.3,0.14,
08/03/2023 20:00,1.27029,1.2717,1.26815,1.27155,12.6,0.10,
08/03/2023 16:00,1.27075,1.27243,1.2695,1.27031,-4.4,-0.03,
08/03/2023 12:00,1.26457,1.27234,1.26359,1.27073,61.6,0.48,
08/03/2023 08:00,1.26875,1.26999,1.26197,1.26469,-40.6,-0.32,
08/03/2023 04:00,1.2718,1.2718,1.2682,1.26882,-29.8,-0.23,
08/03/2023 00:00,1.27173,1.2728,1.2708,1.2718,0.7,0.01,
08/02/2023 20:00,1.27132,1.2722,1.27047,1.27183,5.1,0.04,
08/02/2023 16:00,1.2711,1.2739,1.2708,1.27137,2.7,0.02,
08/02/2023 12:00,1.27636,1.27725,1.2679,1.27109,-52.7,-0.41,
08/02/2023 08:00,1.2792,1.27985,1.2762,1.27632,-28.8,-0.23,
08/02/2023 04:00,1.27741,1.27948,1.2759,1.27919,17.8,0.14,
08/02/2023 00:00,1.27951,1.27951,1.2762,1.27741,-21.0,-0.16,
08/01/2023 20:00,1.27744,1.2806,1.2765,1.27942,19.8,0.15,
08/01/2023 16:00,1.27472,1.2781,1.2743,1.27743,27.1,0.21,
08/01/2023 12:00,1.27841,1.27952,1.274,1.27475,-36.6,-0.29,
08/01/2023 08:00,1.28182,1.28328,1.2778,1.27841,-34.1,-0.27,
08/01/2023 04:00,1.28214,1.28387,1.2814,1.28182,-3.2,-0.02,
08/01/2023 00:00,1.28313,1.28358,1.2814,1.2821,-10.3,-0.08,
07/31/2023 20:00,1.28338,1.2841,1.2826,1.28325,-1.3,-0.01,
07/31/2023 16:00,1.2855,1.2867,1.2831,1.2834,-21,-0.16,
07/31/2023 12:00,1.2861,1.28705,1.2827,1.2855,-6,-0.05,
07/31/2023 08:00,1.28562,1.2873,1.2834,1.28616,5.4,0.04,
07/31/2023 04:00,1.28492,1.28673,1.2843,1.28563,7.1,0.06,
07/31/2023 00:00,1.28531,1.28597,1.2843,1.28497,-3.4,-0.03,
07/30/2023 20:00,1.28327,1.28579,1.28327,1.28532,20.5,0.16,
07/30/2023 16:00,1.28338,1.28352,1.28338,1.28352,1.4,0.01,
07/28/2023 20:00,1.28562,1.2857,1.28409,1.2845,-11.2,-0.09,
07/28/2023 16:00,1.28665,1.2882,1.2849,1.28561,-10.4,-0.08,
07/28/2023 12:00,1.28701,1.28883,1.2837,1.28662,-3.9,-0.03,
07/28/2023 08:00,1.27772,1.28783,1.2773,1.28693,92.1,0.72,
07/28/2023 04:00,1.27899,1.28087,1.27616,1.27767,-13.2,-0.10,
07/28/2023 00:00,1.27927,1.28074,1.2785,1.27896,-3.1,-0.02,
07/27/2023 20:00,1.27835,1.2801,1.2782,1.27929,9.4,0.07,
07/27/2023 16:00,1.28671,1.28724,1.278,1.27835,-83.6,-0.65,
07/27/2023 12:00,1.29638,1.29647,1.28248,1.28672,-96.6,-0.75,
07/27/2023 08:00,1.29826,1.2996,1.29477,1.29646,-18.0,-0.14,
07/27/2023 04:00,1.2961,1.29852,1.2938,1.29823,21.3,0.16,
07/27/2023 00:00,1.29267,1.29765,1.29256,1.2962,35.3,0.27,
07/26/2023 20:00,1.29476,1.2948,1.29204,1.29258,-21.8,-0.17,
07/26/2023 16:00,1.29291,1.29602,1.28948,1.29476,18.5,0.14,
07/26/2023 12:00,1.29101,1.29365,1.2902,1.29291,19.0,0.15,
07/26/2023 08:00,1.29044,1.29244,1.2893,1.291,5.6,0.04,
07/26/2023 04:00,1.28893,1.29109,1.288,1.29043,15.0,0.12,
07/26/2023 00:00,1.28931,1.28962,1.2874,1.28893,-3.8,-0.03,
07/25/2023 20:00,1.28988,1.2905,1.28871,1.28924,-6.4,-0.05,
07/25/2023 16:00,1.28733,1.2903,1.2868,1.28988,25.5,0.20,
07/25/2023 12:00,1.28302,1.28795,1.2811,1.28735,43.3,0.34,
07/25/2023 08:00,1.28566,1.28604,1.2819,1.283,-26.6,-0.21,
07/25/2023 04:00,1.28382,1.2865,1.2828,1.28573,19.1,0.15,
07/25/2023 00:00,1.28115,1.2843,1.2808,1.28389,27.4,0.21,
07/24/2023 20:00,1.2817,1.2842,1.2809,1.28118,-5.2,-0.04,
07/24/2023 16:00,1.28253,1.28405,1.2813,1.2817,-8.3,-0.06,
07/24/2023 12:00,1.28521,1.2854,1.2796,1.28249,-27.2,-0.21,
07/24/2023 08:00,1.28489,1.286,1.28064,1.2852,3.1,0.02,
07/24/2023 04:00,1.28615,1.2884,1.2841,1.28489,-12.6,-0.10,
07/24/2023 00:00,1.28519,1.287,1.2848,1.28618,9.9,0.08,
07/21/2023 20:00,1.28558,1.2862,1.28473,1.2855,-0.8,-0.01,
07/21/2023 16:00,1.28519,1.2866,1.2844,1.28557,3.8,0.03,
07/21/2023 12:00,1.28248,1.28612,1.2815,1.28519,27.1,0.21,
07/21/2023 08:00,1.28692,1.28747,1.2822,1.28247,-44.5,-0.35,
07/21/2023 04:00,1.28755,1.2904,1.28644,1.28698,-5.7,-0.04,
07/21/2023 00:00,1.28717,1.2886,1.2865,1.28754,3.7,0.03,
07/20/2023 20:00,1.28648,1.28741,1.2861,1.28718,7.0,0.05,
07/20/2023 16:00,1.28475,1.2868,1.2838,1.28645,17.0,0.13,
07/20/2023 12:00,1.28916,1.2892,1.2839,1.28473,-44.3,-0.34,
07/20/2023 08:00,1.29101,1.29329,1.2888,1.28917,-18.4,-0.14,
07/20/2023 04:00,1.29521,1.2954,1.2904,1.29102,-41.9,-0.32,
07/20/2023 00:00,1.29362,1.2965,1.2932,1.29513,15.1,0.12,
07/19/2023 20:00,1.29361,1.2941,1.29277,1.2936,-0.1,0.00,
07/19/2023 16:00,1.28957,1.29369,1.2891,1.2936,40.3,0.31,
07/19/2023 12:00,1.28973,1.29202,1.2866,1.28956,-1.7,-0.01,
07/19/2023 08:00,1.29473,1.29619,1.28967,1.28977,-49.6,-0.38,
07/19/2023 04:00,1.30221,1.3034,1.2929,1.29481,-74.0,-0.57,
07/19/2023 00:00,1.30331,1.3039,1.3012,1.3021,-12.1,-0.09,
07/18/2023 20:00,1.30404,1.3044,1.3029,1.30334,-7.0,-0.05,
07/18/2023 16:00,1.30518,1.3053,1.30277,1.30405,-11.3,-0.09,
07/18/2023 12:00,1.3106,1.31207,1.3049,1.30512,-54.8,-0.42,
07/18/2023 08:00,1.30894,1.3126,1.3071,1.31062,16.8,0.13,
07/18/2023 04:00,1.30941,1.31069,1.30707,1.30891,-5.0,-0.04,
07/18/2023 00:00,1.30707,1.3096,1.3066,1.30941,23.4,0.18,
07/17/2023 20:00,1.30781,1.3081,1.30649,1.30714,-6.7,-0.05,
07/17/2023 16:00,1.30756,1.309,1.3072,1.3077,1.4,0.01,
07/17/2023 12:00,1.30836,1.30926,1.30503,1.30756,-8.0,-0.06,
07/17/2023 08:00,1.31028,1.3109,1.307,1.30848,-18.0,-0.14,
07/17/2023 04:00,1.3087,1.3108,1.30647,1.3101,14,0.11,
07/17/2023 00:00,1.30891,1.3097,1.30798,1.30874,-1.7,-0.01,
07/14/2023 20:00,1.30929,1.3094,1.30848,1.309,-2.9,-0.02,
07/14/2023 16:00,1.31101,1.31173,1.3092,1.3093,-17.1,-0.13,
07/14/2023 12:00,1.31132,1.31304,1.3093,1.31109,-2.3,-0.02,
07/14/2023 08:00,1.31154,1.31424,1.31009,1.31131,-2.3,-0.02,
07/14/2023 04:00,1.31376,1.3139,1.3092,1.31149,-22.7,-0.17,
07/14/2023 00:00,1.31273,1.3142,1.3115,1.31379,10.6,0.08,
07/13/2023 20:00,1.31324,1.3144,1.3122,1.31277,-4.7,-0.04,
07/13/2023 16:00,1.30953,1.31405,1.3092,1.3131,35.7,0.27,
07/13/2023 12:00,1.3063,1.31144,1.30451,1.30952,32.2,0.25,
07/13/2023 08:00,1.30256,1.30792,1.3024,1.30625,36.9,0.28,
07/13/2023 04:00,1.30117,1.303,1.29814,1.30257,14.0,0.11,
07/13/2023 00:00,1.29944,1.30185,1.2988,1.30107,16.3,0.13,
07/12/2023 20:00,1.29921,1.29961,1.29661,1.29942,2.1,0.02,
07/12/2023 16:00,1.29898,1.2999,1.2975,1.29924,2.6,0.02,
07/12/2023 12:00,1.2911,1.3001,1.2902,1.29903,79.3,0.61,
07/12/2023 08:00,1.294,1.29455,1.2905,1.29109,-29.1,-0.23,
07/12/2023 04:00,1.29589,1.2967,1.29344,1.29401,-18.8,-0.15,
07/12/2023 00:00,1.29336,1.297,1.293,1.29583,24.7,0.19,
07/11/2023 20:00,1.29308,1.29391,1.2926,1.2933,2.2,0.02,
07/11/2023 16:00,1.28988,1.2933,1.2895,1.29305,31.7,0.25,
07/11/2023 12:00,1.29144,1.29165,1.2884,1.28993,-15.1,-0.12,
07/11/2023 08:00,1.28735,1.2935,1.2869,1.29143,40.8,0.32,
07/11/2023 04:00,1.28772,1.2913,1.28586,1.28736,-3.6,-0.03,
07/11/2023 00:00,1.28638,1.288,1.2854,1.28771,13.3,0.10,
07/10/2023 20:00,1.28616,1.2867,1.28522,1.28636,2.0,0.02,
07/10/2023 16:00,1.28351,1.287,1.2829,1.28616,26.5,0.21,
07/10/2023 12:00,1.27778,1.2839,1.2749,1.28352,57.4,0.45,
07/10/2023 08:00,1.28136,1.2825,1.2773,1.2778,-35.6,-0.28,
07/10/2023 04:00,1.28107,1.2826,1.2796,1.28126,1.9,0.01,
07/10/2023 00:00,1.28374,1.284,1.2807,1.28107,-26.7,-0.21,
07/07/2023 20:00,1.28297,1.2841,1.28295,1.2841,11.3,0.09,
07/07/2023 16:00,1.2838,1.285,1.2827,1.28298,-8.2,-0.06,
07/07/2023 12:00,1.27614,1.2839,1.275,1.28377,76.3,0.59,
07/07/2023 08:00,1.27318,1.2773,1.2725,1.27613,29.5,0.23,
07/07/2023 04:00,1.27349,1.275,1.2727,1.27316,-3.3,-0.03,
07/07/2023 00:00,1.274,1.2745,1.2725,1.2737,-3,-0.02,
07/06/2023 20:00,1.27411,1.2746,1.27289,1.27407,-0.4,0.00,
07/06/2023 16:00,1.27187,1.2745,1.2717,1.27413,22.6,0.18,
07/06/2023 12:00,1.27739,1.2781,1.26729,1.27179,-56.0,-0.44,
07/06/2023 08:00,1.27666,1.27795,1.276,1.2773,6.4,0.05,
07/06/2023 04:00,1.26933,1.27287,1.2687,1.27287,35.4,0.28,
07/06/2023 00:00,1.2703,1.2712,1.2689,1.26932,-9.8,-0.08,
07/05/2023 20:00,1.27003,1.2708,1.26835,1.27031,2.8,0.02,
07/05/2023 16:00,1.2708,1.27179,1.269,1.27002,-7.8,-0.06,
07/05/2023 12:00,1.26985,1.27353,1.2691,1.27067,8.2,0.06,
07/05/2023 08:00,1.26921,1.27,1.2688,1.26984,6.3,0.05,
07/05/2023 04:00,1.2705,1.27226,1.2695,1.27099,4.9,0.04,
07/05/2023 00:00,1.27175,1.2722,1.2698,1.27049,-12.6,-0.10,
07/04/2023 20:00,1.27146,1.2719,1.27045,1.2717,2.4,0.02,
07/04/2023 16:00,1.27304,1.2732,1.2711,1.27146,-15.8,-0.12,
07/04/2023 12:00,1.27165,1.274,1.2709,1.27305,14.0,0.11,
07/04/2023 08:00,1.26963,1.27249,1.2689,1.27162,19.9,0.16,
07/04/2023 04:00,1.26877,1.2711,1.2682,1.26964,8.7,0.07,
07/04/2023 00:00,1.2692,1.2702,1.2683,1.26867,-5.3,-0.04,
07/03/2023 20:00,1.26885,1.2695,1.2684,1.26902,1.7,0.01,
07/03/2023 16:00,1.26931,1.2705,1.2678,1.26885,-4.6,-0.04,
07/03/2023 12:00,1.26747,1.27233,1.2667,1.2694,19.3,0.15,
07/03/2023 08:00,1.26654,1.2682,1.2659,1.26748,9.4,0.07,
07/03/2023 04:00,1.26991,1.2708,1.2657,1.2666,-33.1,-0.26,
07/03/2023 00:00,1.26933,1.27053,1.26858,1.2699,5.7,0.04,
06/30/2023 20:00,1.26986,1.2705,1.25665,1.25845,-114.1,-0.91,
06/30/2023 16:00,1.27086,1.2723,1.269,1.26983,-10.3,-0.08,
06/30/2023 12:00,1.26485,1.2727,1.2645,1.27085,60.0,0.47,
06/30/2023 08:00,1.26394,1.2655,1.261,1.26479,8.5,0.07,
06/30/2023 04:00,1.26175,1.26509,1.2598,1.2641,23.5,0.19,
06/30/2023 00:00,1.26126,1.2623,1.2609,1.26175,4.9,0.04,
06/29/2023 20:00,1.26136,1.2616,1.2606,1.26119,-1.7,-0.01,
06/29/2023 16:00,1.2615,1.26273,1.2607,1.26133,-1.7,-0.01,
06/29/2023 12:00,1.26555,1.26668,1.25899,1.26148,-40.7,-0.32,
06/29/2023 08:00,1.26457,1.26643,1.2634,1.26557,10.0,0.08,
06/29/2023 04:00,1.26245,1.26494,1.2612,1.26458,21.3,0.17,
06/29/2023 00:00,1.26414,1.2647,1.2619,1.26244,-17.0,-0.13,
06/28/2023 20:00,1.26407,1.2646,1.26296,1.26399,-0.8,-0.01,
06/28/2023 16:00,1.26353,1.2654,1.2631,1.26403,5.0,0.04,
06/28/2023 12:00,1.26643,1.26653,1.2605,1.26356,-28.7,-0.23,
06/28/2023 08:00,1.27306,1.2736,1.2659,1.26642,-66.4,-0.52,
06/28/2023 04:00,1.27299,1.2738,1.2715,1.27306,0.7,0.01,
06/28/2023 00:00,1.27444,1.2752,1.2723,1.27298,-14.6,-0.11,
06/27/2023 20:00,1.27531,1.2754,1.27384,1.27444,-8.7,-0.07,
06/27/2023 16:00,1.27495,1.2758,1.2741,1.27532,3.7,0.03,
06/27/2023 12:00,1.27267,1.276,1.27157,1.27493,22.6,0.18,
06/27/2023 08:00,1.27343,1.27392,1.271,1.27273,-7.0,-0.05,
06/27/2023 04:00,1.27275,1.2758,1.2725,1.27347,7.2,0.06,
06/27/2023 00:00,1.27103,1.27363,1.27025,1.27275,17.2,0.14,
06/26/2023 20:00,1.27097,1.2716,1.2693,1.27104,0.7,0.01,
06/26/2023 16:00,1.27215,1.2726,1.2708,1.27099,-11.6,-0.09,
06/26/2023 12:00,1.27138,1.2728,1.2692,1.27217,7.9,0.06,
06/26/2023 08:00,1.27422,1.2747,1.2687,1.27142,-28.0,-0.22,
06/26/2023 04:00,1.27305,1.2749,1.271,1.27425,12.0,0.09,
06/26/2023 00:00,1.27288,1.2739,1.2723,1.27304,1.6,0.01,
06/23/2023 20:00,1.27183,1.2722,1.27027,1.2713,-5.3,-0.04,
06/23/2023 16:00,1.26982,1.2721,1.2686,1.27184,20.2,0.16,
06/23/2023 12:00,1.27209,1.2737,1.2696,1.26984,-22.5,-0.18,
06/23/2023 08:00,1.27097,1.2736,1.26843,1.27208,11.1,0.09,
06/23/2023 04:00,1.27102,1.27304,1.2693,1.27098,-0.4,0.00,
06/23/2023 00:00,1.27448,1.2749,1.2707,1.27101,-34.7,-0.27,
06/22/2023 20:00,1.27453,1.2754,1.2726,1.27463,1.0,0.01,
06/22/2023 16:00,1.27472,1.275,1.2724,1.2745,-2.2,-0.02,
06/22/2023 12:00,1.27741,1.2784,1.2727,1.27473,-26.8,-0.21,
06/22/2023 08:00,1.27655,1.28417,1.27368,1.27743,8.8,0.07,
06/22/2023 04:00,1.27671,1.27719,1.2738,1.27654,-1.7,-0.01,
06/22/2023 00:00,1.27686,1.2774,1.276,1.27669,-1.7,-0.01,
06/21/2023 20:00,1.27755,1.2778,1.27572,1.27701,-5.4,-0.04,
06/21/2023 16:00,1.2735,1.2786,1.2731,1.27753,40.3,0.32,
06/21/2023 12:00,1.27281,1.27551,1.27,1.27353,7.2,0.06,
06/21/2023 08:00,1.27359,1.27457,1.2689,1.27276,-8.3,-0.07,
06/21/2023 04:00,1.27598,1.2802,1.273,1.2736,-23.8,-0.19,
06/21/2023 00:00,1.27636,1.2768,1.2752,1.27599,-3.7,-0.03,
06/20/2023 20:00,1.2763,1.277,1.2736,1.27651,2.1,0.02,
06/20/2023 16:00,1.27292,1.2767,1.272,1.2763,33.8,0.26,
06/20/2023 12:00,1.27533,1.2761,1.2713,1.27286,-24.7,-0.19,
06/20/2023 08:00,1.28019,1.28041,1.2747,1.27534,-48.5,-0.38,
06/20/2023 04:00,1.2791,1.28061,1.27618,1.28018,10.8,0.08,
06/20/2023 00:00,1.27926,1.2805,1.278,1.2791,-1.6,-0.01,
06/19/2023 20:00,1.27798,1.2807,1.2773,1.27914,11.6,0.09,
06/19/2023 16:00,1.27932,1.2798,1.2768,1.278,-13.2,-0.10,
06/19/2023 12:00,1.28108,1.2814,1.2783,1.27933,-17.5,-0.14,
06/19/2023 08:00,1.28129,1.2823,1.2801,1.28107,-2.2,-0.02,
06/19/2023 04:00,1.28156,1.2831,1.2808,1.28132,-2.4,-0.02,
06/19/2023 00:00,1.2829,1.2837,1.281,1.28156,-13.4,-0.10,
06/16/2023 20:00,1.282,1.2827,1.2816,1.2823,3,0.02,
06/16/2023 16:00,1.2814,1.2836,1.2811,1.28199,5.9,0.05,
06/16/2023 12:00,1.28246,1.28492,1.2803,1.28143,-10.3,-0.08,
06/16/2023 08:00,1.2786,1.2827,1.27808,1.28243,38.3,0.30,
06/16/2023 04:00,1.27753,1.28181,1.2771,1.27873,12.0,0.09,
06/16/2023 00:00,1.27845,1.2793,1.2767,1.2773,-11.5,-0.09,
06/15/2023 20:00,1.27836,1.2791,1.27741,1.27844,0.8,0.01,
06/15/2023 16:00,1.27595,1.2786,1.2757,1.27835,24.0,0.19,
06/15/2023 12:00,1.26432,1.2766,1.2639,1.27594,116.2,0.91,
06/15/2023 08:00,1.2654,1.2673,1.2643,1.26432,-10.8,-0.09,
06/15/2023 04:00,1.26432,1.2658,1.263,1.26541,10.9,0.09,
06/15/2023 00:00,1.26704,1.2674,1.2628,1.26431,-27.3,-0.22,
06/14/2023 20:00,1.26579,1.26706,1.2652,1.267,12.1,0.10,
06/14/2023 16:00,1.26943,1.2699,1.26262,1.26581,-36.2,-0.29,
06/14/2023 12:00,1.26477,1.2699,1.2644,1.26941,46.4,0.37,
06/14/2023 08:00,1.26191,1.265,1.2613,1.26476,28.5,0.23,
06/14/2023 04:00,1.26117,1.2623,1.25985,1.2619,7.3,0.06,
06/14/2023 00:00,1.26062,1.2618,1.25979,1.26117,5.5,0.04,
06/13/2023 20:00,1.26076,1.2616,1.25896,1.26063,-1.3,-0.01,
06/13/2023 16:00,1.26097,1.2626,1.2591,1.26077,-2.0,-0.02,
06/13/2023 12:00,1.25714,1.2622,1.2566,1.26099,38.5,0.31,
06/13/2023 08:00,1.25653,1.2577,1.2552,1.25713,6.0,0.05,
06/13/2023 04:00,1.25322,1.2577,1.2526,1.25654,33.2,0.26,
06/13/2023 00:00,1.2514,1.2536,1.25109,1.25333,19.3,0.15,
06/12/2023 20:00,1.25108,1.2518,1.2499,1.25143,3.5,0.03,
06/12/2023 16:00,1.24887,1.2513,1.2486,1.25107,22.0,0.18,
06/12/2023 12:00,1.25632,1.25708,1.2484,1.2488,-75.2,-0.60,
06/12/2023 08:00,1.25891,1.26,1.2558,1.25631,-26.0,-0.21,
06/12/2023 04:00,1.25709,1.25933,1.2565,1.25888,17.9,0.14,
06/12/2023 00:00,1.25791,1.258,1.2563,1.25699,-9.2,-0.07,
06/09/2023 20:00,1.2577,1.2581,1.2556,1.2564,-13,-0.10,
06/09/2023 16:00,1.25776,1.2585,1.2571,1.25722,-5.4,-0.04,
06/09/2023 12:00,1.25686,1.259,1.2559,1.25779,9.3,0.07,
06/09/2023 08:00,1.25496,1.25657,1.2533,1.25641,14.5,0.12,
06/09/2023 04:00,1.25467,1.25676,1.2542,1.25495,2.8,0.02,
06/09/2023 00:00,1.25561,1.25616,1.2546,1.25472,-8.9,-0.07,
06/08/2023 20:00,1.25565,1.2564,1.2552,1.25577,1.2,0.01,
06/08/2023 16:00,1.25449,1.2559,1.2538,1.25564,11.5,0.09,
06/08/2023 12:00,1.2466,1.25578,1.2464,1.25446,78.6,0.63,
06/08/2023 08:00,1.24565,1.24811,1.2452,1.24665,10.0,0.08,
06/08/2023 04:00,1.24487,1.24619,1.244,1.24566,7.9,0.06,
06/08/2023 00:00,1.2445,1.2453,1.2441,1.2447,2,0.02,
06/07/2023 20:00,1.24304,1.2445,1.24133,1.24435,13.1,0.11,
06/07/2023 16:00,1.2448,1.24551,1.2426,1.24298,-18.2,-0.15,
06/07/2023 12:00,1.2471,1.25,1.2444,1.24481,-22.9,-0.18,
06/07/2023 08:00,1.24107,1.2472,1.2406,1.24701,59.4,0.48,
06/07/2023 04:00,1.24248,1.243,1.2394,1.24107,-14.1,-0.11,
06/07/2023 00:00,1.24286,1.2438,1.2416,1.24247,-3.9,-0.03,
06/06/2023 20:00,1.24249,1.243,1.2412,1.24273,2.4,0.02,
06/06/2023 16:00,1.24161,1.2431,1.2412,1.2425,8.9,0.07,
06/06/2023 12:00,1.24004,1.2424,1.239,1.2414,13.6,0.11,
06/06/2023 08:00,1.24336,1.244,1.2399,1.24006,-33.0,-0.27,
06/06/2023 04:00,1.2441,1.2459,1.2425,1.24331,-7.9,-0.06,
06/06/2023 00:00,1.2432,1.2451,1.24293,1.244,8,0.06,
06/05/2023 20:00,1.24309,1.2437,1.24117,1.24305,-0.4,0.00,
06/05/2023 16:00,1.24374,1.2444,1.2426,1.24308,-6.6,-0.05,
06/05/2023 12:00,1.23832,1.24382,1.2368,1.24381,54.9,0.44,
06/05/2023 08:00,1.23986,1.24128,1.2376,1.23833,-15.3,-0.12,
06/05/2023 04:00,1.24385,1.244,1.2388,1.23986,-39.9,-0.32,
06/05/2023 00:00,1.24298,1.244,1.2425,1.2438,8.2,0.07,
06/02/2023 20:00,1.24497,1.24534,1.24449,1.245,0.3,0.00,
06/02/2023 16:00,1.24661,1.24675,1.2439,1.24493,-16.8,-0.13,
06/02/2023 12:00,1.25219,1.25354,1.2456,1.24661,-55.8,-0.45,
06/02/2023 08:00,1.25258,1.25413,1.2517,1.25216,-4.2,-0.03,
06/02/2023 04:00,1.25377,1.25434,1.2521,1.2526,-11.7,-0.09,
06/02/2023 00:00,1.2526,1.2545,1.25209,1.25377,11.7,0.09,
06/01/2023 20:00,1.25298,1.2531,1.25133,1.25241,-5.7,-0.05,
06/01/2023 16:00,1.25329,1.254,1.252,1.25297,-3.2,-0.03,
06/01/2023 12:00,1.24752,1.25372,1.2443,1.25333,58.1,0.46,
06/01/2023 08:00,1.2408,1.24823,1.2399,1.2475,67,0.54,
06/01/2023 04:00,1.24313,1.2442,1.2403,1.24081,-23.2,-0.19,
06/01/2023 00:00,1.24445,1.2448,1.2426,1.24322,-12.3,-0.10,
05/31/2023 20:00,1.24361,1.245,1.24267,1.24446,8.5,0.07,
05/31/2023 16:00,1.23934,1.24391,1.2375,1.24362,42.8,0.34,
05/31/2023 12:00,1.23614,1.24138,1.2356,1.23929,31.5,0.25,
05/31/2023 08:00,1.23614,1.23748,1.2347,1.23612,-0.2,0.00,
05/31/2023 04:00,1.23878,1.2399,1.2359,1.23613,-26.5,-0.21,
05/31/2023 00:00,1.24114,1.24259,1.23807,1.23869,-24.5,-0.20,
05/30/2023 20:00,1.24085,1.2415,1.2391,1.24117,3.2,0.03,
